id,number,name,team,teamCode,group,type,extraVariant
NOR-19,19,Antonio Musa,Norway,NOR,I,player,
NOR-20,20,Oscar Bobb,Norway,NOR,I,player,
ENG-01,1,Escudo,England,ENG,J,team_badge,
ENG-02,2,Jordan Pickford,England,ENG,J,player,
ENG-03,3,John Stones,England,ENG,J,player,
ENG-04,4,Marc Guehi,England,ENG,J,player,
ENG-05,5,Ezri Konsa,England,ENG,J,player,
ENG-06,6,Trent Alexander-Arnold,England,ENG,J,player,
ENG-07,7,Reece James,England,ENG,J,player,
ENG-08,8,Dan Burn,England,ENG,J,player,
ENG-09,9,Jordan Henderson,England,ENG,J,player,
ENG-10,10,Declan Rice,England,ENG,J,player,
ENG-11,11,Jude Bellingham,England,ENG,J,player,
ENG-12,12,Cole Palmer,England,ENG,J,player,
ENG-13,13,Foto Equipo,England,ENG,J,player,
ENG-14,14,Morgan Rogers,England,ENG,J,player,
ENG-15,15,Anthony Gordon,England,ENG,J,player,
ENG-16,16,Phil Foden,England,ENG,J,player,
ENG-17,17,Bukayo Saka,England,ENG,J,player,
ENG-18,18,Harry Kane,England,ENG,J,player,
ENG-19,19,Marcus Rashford,England,ENG,J,player,
ENG-20,20,Ollie Watkins,England,ENG,J,player,
CRO-01,1,Escudo,Croatia,CRO,J,team_badge,
CRO-02,2,Dominik Livakovic,Croatia,CRO,J,player,
CRO-03,3,Duje Caleta-Car,Croatia,CRO,J,player,
CRO-04,4,Josko Gvardiol,Croatia,CRO,J,player,
CRO-05,5,Josip Stanisic,Croatia,CRO,J,player,
CRO-06,6,Luka Vuskovic,Croatia,CRO,J,player,
CRO-07,7,Josip Sutalo,Croatia,CRO,J,player,
CRO-08,8,Kristijan Jakic,Croatia,CRO,J,player,
CRO-09,9,Luka Modric,Croatia,CRO,J,player,
CRO-10,10,Mateo Kovacic,Croatia,CRO,J,player,
CRO-11,11,Martin Baturina,Croatia,CRO,J,player,
CRO-12,12,Lovro Majer,Croatia,CRO,J,player,
CRO-13,13,Foto Equipo,Croatia,CRO,J,player,
CRO-14,14,Mario Pasalic,Croatia,CRO,J,player,
CRO-15,15,Petar Suicic,Croatia,CRO,J,player,
CRO-16,16,Ivan Perisic,Croatia,CRO,J,player,
CRO-17,17,Marco Pasalic,Croatia,CRO,J,player,
CRO-18,18,Ante Budimir,Croatia,CRO,J,player,
CRO-19,19,Andrej Kramaric,Croatia,CRO,J,player,
CRO-20,20,Franjo Ivanovic,Croatia,CRO,J,player,
GHA-01,1,Escudo,Ghana,GHA,J,team_badge,
GHA-02,2,Lawrence Ati Zigi,Ghana,GHA,J,player,
GHA-03,3,Tariq Lamptey,Ghana,GHA,J,player,
GHA-04,4,Mohammed Salisu,Ghana,GHA,J,player,
GHA-05,5,Alidu Seidu,Ghana,GHA,J,player,
GHA-06,6,Alexanderr Djiku,Ghana,GHA,J,player,
GHA-07,7,Gideon Mensah,Ghana,GHA,J,player,
GHA-08,8,Caleb Yirenkyi,Ghana,GHA,J,player,
GHA-09,9,Abdul Issahaku Fatawu,Ghana,GHA,J,player,
GHA-10,10,Thomas Partey,Ghana,GHA,J,player,
GHA-11,11,Salis Abdul Samed,Ghana,GHA,J,player,
GHA-12,12,Kamaldeen Sulemana,Ghana,GHA,J,player,
GHA-13,13,Foto Equipo,Ghana,GHA,J,player,
GHA-14,14,Mohammed Kudus,Ghana,GHA,J,player,
GHA-15,15,Inaki Williams,Ghana,GHA,J,player,
GHA-16,16,Jordan Ayew,Ghana,GHA,J,player,
GHA-17,17,Andre Ayew,Ghana,GHA,J,player,
GHA-18,18,Joseph Paintsil,Ghana,GHA,J,player,
GHA-19,19,Osman Bukari,Ghana,GHA,J,player,
GHA-20,20,Antoine Semenyo,Ghana,GHA,J,player,
PAN-01,1,Escudo,Panama,PAN,J,team_badge,
PAN-02,2,Orlando Mosquera,Panama,PAN,J,player,
PAN-03,3,Luis Mejia,Panama,PAN,J,player,
PAN-04,4,Fidel Escobar,Panama,PAN,J,player,
PAN-05,5,Andres Andrade,Panama,PAN,J,player,
PAN-06,6,Michael Amir Murillo,Panama,PAN,J,player,
PAN-07,7,Eric Davies,Panama,PAN,J,player,
PAN-08,8,Jose Cordoba,Panama,PAN,J,player,
PAN-09,9,Cesar Blackman,Panama,PAN,J,player,
PAN-10,10,Cristian Martin,Panama,PAN,J,player,
PAN-11,11,Anibal Godoy,Panama,PAN,J,player,
PAN-12,12,Adalberto Carrasquilla,Panama,PAN,J,player,
PAN-13,13,Foto Equipo,Panama,PAN,J,player,
PAN-14,14,Edgar Barcenas,Panama,PAN,J,player,
PAN-15,15,Carlos Harvey,Panama,PAN,J,player,
PAN-16,16,Ismael Diaz,Panama,PAN,J,player,
PAN-17,17,Jose Fajardo,Panama,PAN,J,player,
PAN-18,18,Cecilio Waterman,Panama,PAN,J,player,
PAN-19,19,Jose Luis Rodriguez,Panama,PAN,J,player,
PAN-20,20,Alberto Quintero,Panama,PAN,J,player,
FWC-09,1,Italia - Mundial Italia 1934,FIFA,FWC,,fwc_special,
FWC-10,2,Uruguay - Mundial Brasil 1950,FIFA,FWC,,fwc_special,
FWC-11,3,Alemania - Mundial Suiza 1964,FIFA,FWC,,fwc_special,
FWC-12,4,Brasil - Mundial Chile 1962,FIFA,FWC,,fwc_special,
FWC-13,5,Alemania - Mundial Alemania 1974,FIFA,FWC,,fwc_special,
FWC-14,6,Argentina - Mundial Mexico 1986,FIFA,FWC,,fwc_special,
FWC-15,7,Brasil - Mundial USA 1994,FIFA,FWC,,fwc_special,
FWC-16,8,Brasil - Mundial Corea - Japon 2002,FIFA,FWC,,fwc_special,
FWC-17,9,Italia - Mundial Alemania 2006,FIFA,FWC,,fwc_special,
FWC-18,10,Alemania - Mundial Brasil 2014,FIFA,FWC,,fwc_special,
FWC-19,11,Argentina - Mundial Catar 2022,FIFA,FWC,,fwc_special,
EXTRA-messi-purple,1,Lionel Messi,Argentina,ARG,,special,purple
EXTRA-messi-bronze,2,Lionel Messi,Argentina,ARG,,special,bronze
EXTRA-messi-silver,3,Lionel Messi,Argentina,ARG,,special,silver
EXTRA-messi-gold,4,Lionel Messi,Argentina,ARG,,special,gold
EXTRA-doku-purple,1,Jérémy Doku,Belgium,BEL,,special,purple
EXTRA-doku-bronze,2,Jérémy Doku,Belgium,BEL,,special,bronze
EXTRA-doku-silver,3,Jérémy Doku,Belgium,BEL,,special,silver
EXTRA-doku-gold,4,Jérémy Doku,Belgium,BEL,,special,gold
EXTRA-vinicius-purple,1,Vinícius Júnior,Brazil,BRA,,special,purple
EXTRA-vinicius-bronze,2,Vinícius Júnior,Brazil,BRA,,special,bronze
EXTRA-vinicius-silver,3,Vinícius Júnior,Brazil,BRA,,special,silver
EXTRA-vinicius-gold,4,Vinícius Júnior,Brazil,BRA,,special,gold
EXTRA-davies-purple,1,Alphonso Davies,Canada,CAN,,special,purple
EXTRA-davies-bronze,2,Alphonso Davies,Canada,CAN,,special,bronze
EXTRA-davies-silver,3,Alphonso Davies,Canada,CAN,,special,silver
EXTRA-davies-gold,4,Alphonso Davies,Canada,CAN,,special,gold
EXTRA-diaz-purple,1,Luis Díaz,Colombia,COL,,special,purple
EXTRA-diaz-bronze,2,Luis Díaz,Colombia,COL,,special,bronze
EXTRA-diaz-silver,3,Luis Díaz,Colombia,COL,,special,silver
EXTRA-diaz-gold,4,Luis Díaz,Colombia,COL,,special,gold
EXTRA-modric-purple,1,Luka Modrić,Croatia,CRO,,special,purple
EXTRA-modric-bronze,2,Luka Modrić,Croatia,CRO,,special,bronze
EXTRA-modric-silver,3,Luka Modrić,Croatia,CRO,,special,silver
EXTRA-modric-gold,4,Luka Modrić,Croatia,CRO,,special,gold
EXTRA-caicedo-purple,1,Moisés Caicedo,Ecuador,ECU,,special,purple
EXTRA-caicedo-bronze,2,Moisés Caicedo,Ecuador,ECU,,special,bronze
EXTRA-caicedo-silver,3,Moisés Caicedo,Ecuador,ECU,,special,silver
EXTRA-caicedo-gold,4,Moisés Caicedo,Ecuador,ECU,,special,gold
EXTRA-salah-purple,1,Mohamed Salah,Egypt,EGY,,special,purple
EXTRA-salah-bronze,2,Mohamed Salah,Egypt,EGY,,special,bronze
EXTRA-salah-silver,3,Mohamed Salah,Egypt,EGY,,special,silver
EXTRA-salah-gold,4,Mohamed Salah,Egypt,EGY,,special,gold
EXTRA-bellingham-purple,1,Jude Bellingham,England,ENG,,special,purple
EXTRA-bellingham-bronze,2,Jude Bellingham,England,ENG,,special,bronze
EXTRA-bellingham-silver,3,Jude Bellingham,England,ENG,,special,silver
EXTRA-bellingham-gold,4,Jude Bellingham,England,ENG,,special,gold
EXTRA-mbappe-purple,1,Kylian Mbappé,France,FRA,,special,purple
EXTRA-mbappe-bronze,2,Kylian Mbappé,France,FRA,,special,bronze
EXTRA-mbappe-silver,3,Kylian Mbappé,France,FRA,,special,silver
EXTRA-mbappe-gold,4,Kylian Mbappé,France,FRA,,special,gold
EXTRA-wirtz-purple,1,Florian Wirtz,Germany,GER,,special,purple
EXTRA-wirtz-bronze,2,Florian Wirtz,Germany,GER,,special,bronze
EXTRA-wirtz-silver,3,Florian Wirtz,Germany,GER,,special,silver
EXTRA-wirtz-gold,4,Florian Wirtz,Germany,GER,,special,gold
EXTRA-jimenez-purple,1,Raúl Jiménez,Mexico,MEX,,special,purple
EXTRA-jimenez-bronze,2,Raúl Jiménez,Mexico,MEX,,special,bronze
EXTRA-jimenez-silver,3,Raúl Jiménez,Mexico,MEX,,special,silver
EXTRA-jimenez-gold,4,Raúl Jiménez,Mexico,MEX,,special,gold
EXTRA-hakimi-purple,1,Achraf Hakimi,Morocco,MAR,,special,purple
EXTRA-hakimi-bronze,2,Achraf Hakimi,Morocco,MAR,,special,bronze
EXTRA-hakimi-silver,3,Achraf Hakimi,Morocco,MAR,,special,silver
EXTRA-hakimi-gold,4,Achraf Hakimi,Morocco,MAR,,special,gold
EXTRA-gakpo-purple,1,Cody Gakpo,Netherlands,NED,,special,purple
EXTRA-gakpo-bronze,2,Cody Gakpo,Netherlands,NED,,special,bronze
EXTRA-gakpo-silver,3,Cody Gakpo,Netherlands,NED,,special,silver
EXTRA-gakpo-gold,4,Cody Gakpo,Netherlands,NED,,special,gold
EXTRA-haaland-purple,1,Erling Haaland,Norway,NOR,,special,purple
EXTRA-haaland-bronze,2,Erling Haaland,Norway,NOR,,special,bronze
EXTRA-haaland-silver,3,Erling Haaland,Norway,NOR,,special,silver
EXTRA-haaland-gold,4,Erling Haaland,Norway,NOR,,special,gold
EXTRA-ronaldo-purple,1,Cristiano Ronaldo,Portugal,POR,,special,purple
EXTRA-ronaldo-bronze,2,Cristiano Ronaldo,Portugal,POR,,special,bronze
EXTRA-ronaldo-silver,3,Cristiano Ronaldo,Portugal,POR,,special,silver
EXTRA-ronaldo-gold,4,Cristiano Ronaldo,Portugal,POR,,special,gold
EXTRA-son-purple,1,Heung-min Son, Korea Republic,KOR,,special,purple
EXTRA-son-bronze,2,Heung-min Son, Korea Republic,KOR,,special,bronze
EXTRA-son-silver,3,Heung-min Son, Korea Republic,KOR,,special,silver
EXTRA-son-gold,4,Heung-min Son, Korea Republic,KOR,,special,gold
EXTRA-yamal-purple,1,Lamine Yamal,Spain,ESP,,special,purple
EXTRA-yamal-bronze,2,Lamine Yamal,Spain,ESP,,special,bronze
EXTRA-yamal-silver,3,Lamine Yamal,Spain,ESP,,special,silver
EXTRA-yamal-gold,4,Lamine Yamal,Spain,ESP,,special,gold
EXTRA-pulisic-purple,1,Christian Pulisic,USA,USA,,special,purple
EXTRA-pulisic-bronze,2,Christian Pulisic,USA,USA,,special,bronze
EXTRA-pulisic-silver,3,Christian Pulisic,USA,USA,,special,silver
EXTRA-pulisic-gold,4,Christian Pulisic,USA,USA,,special,gold
EXTRA-valverde-purple,1,Federico Valverde,Uruguay,URU,,special,purple
EXTRA-valverde-bronze,2,Federico Valverde,Uruguay,URU,,special,bronze
EXTRA-valverde-silver,3,Federico Valverde,Uruguay,URU,,special,silver
EXTRA-valverde-gold,4,Federico Valverde,Uruguay,URU,,special,gold
CC-01,1,Lamine Yamal - Spain,Spain,ESP,,coca_cola,
CC-02,2,Joshua Kimmich - Germany,Germany,GER,,coca_cola,
CC-03,3,Eduardo Camavinga - France,France,FRA,,coca_cola,
CC-04,4,Josko Gvardiol - Croatia,Croatia,CRO,,coca_cola,
CC-05,5,Federico Valverde - Uruguay,Uruguay,URU,,coca_cola,
CC-06,6,Virgil van Dijk - Netherlands,Netherlands,NED,,coca_cola,
CC-07,7,Alphonso Davies - Canada,Canada,CAN,,coca_cola,
CC-08,8,Raúl Jiménez - Mexico,Mexico,MEX,,coca_cola,
CC-09,9,William Saliba - France,France,FRA,,coca_cola,
CC-10,10,Lautaro Martínez - Argentina,Argentina,ARG,,coca_cola,
CC-11,11,Harry Kane - England,England,ENG,,coca_cola,
CC-12,12,Antonee Robinson - USA,USA,USA,,coca_cola,
